# x[mm]	L[um]	t[s]	stress[Pa]
8.708783315903760069e+01	2.579304558318970635e+02	1.788706950476547097e-01	2.229858467830119276e-02
8.711223474846956094e+01	2.575666841802492968e+02	1.789335897954743293e-01	2.257961559455516978e-02
8.713667101670485238e+01	2.571988865200150940e+02	1.789964845432939489e-01	2.285976098142323068e-02
8.716114244420526802e+01	2.568270959737311614e+02	1.790593792911135684e-01	2.313900889166017188e-02
8.718564951198027302e+01	2.564513459600815395e+02	1.791222740389331602e-01	2.341734705369302727e-02
8.721019270158825520e+01	2.560716701938971482e+02	1.791851687867527798e-01	2.369476286699391185e-02
8.723477249513696563e+01	2.556881026861560144e+02	1.792480635345724271e-01	2.397124339726846090e-02
8.725938937528320594e+01	2.553006777439834707e+02	1.793109582823920189e-01	2.424677537160785379e-02
8.728404382523180516e+01	2.549094299706517859e+02	1.793738530302116108e-01	2.452134517361809901e-02
8.730873632873374390e+01	2.545143942655804210e+02	1.794367477780312581e-01	2.479493883844448993e-02
8.733346737008345428e+01	2.541156058243358586e+02	1.794996425258508777e-01	2.506754204770754446e-02
8.735823743411532405e+01	2.537131001386318587e+02	1.795625372736704972e-01	2.533914012441012414e-02
8.738304700619934806e+01	2.533069129963290038e+02	1.796254320214901168e-01	2.560971802773988337e-02
8.740789657223596976e+01	2.528970804814353528e+02	1.796883267693097086e-01	2.587926034782093987e-02
8.743278661864984258e+01	2.524836389741057872e+02	1.797512215171293559e-01	2.614778466303071397e-02
8.745771763243540420e+01	2.520666240884235947e+02	1.798141162649489477e-01	2.641533321736595774e-02
8.748269010124096212e+01	2.516460709542615746e+02	1.798770110127685673e-01	2.668186373390121421e-02
8.750770451331993627e+01	2.512220166192871034e+02	1.799399057605882146e-01	2.694731300586332076e-02
8.753276135744899022e+01	2.507944982751461112e+02	1.800028005084078064e-01	2.721167444769929250e-02
8.755786112293456824e+01	2.503635532275760340e+02	1.800656952562274538e-01	2.747494212016354451e-02
8.758300429961991540e+01	2.499292188964061836e+02	1.801285900040470456e-01	2.773710978306257249e-02
8.760819137789169986e+01	2.494915328155573206e+02	1.801914847518666651e-01	2.799817089282911897e-02
8.763342284868565457e+01	2.490505326330420246e+02	1.802543794996862569e-01	2.825811860006957263e-02
8.765869920349169320e+01	2.486062561109644378e+02	1.803172742475059043e-01	2.851694574702880874e-02
8.768402093435818756e+01	2.481587411255203222e+02	1.803801689953254961e-01	2.877464486499356142e-02
8.770938853389564827e+01	2.477080256669972016e+02	1.804430637431451434e-01	2.903120817165951578e-02
8.773480249527939634e+01	2.472541478397741344e+02	1.805059584909647352e-01	2.928662756841653517e-02
8.776026331225178012e+01	2.467971458623219405e+02	1.805688532387843548e-01	2.954089463754331832e-02
8.778577147912339740e+01	2.463370580672030314e+02	1.806317479866040299e-01	2.979400063949524599e-02
8.781132749077346489e+01	2.458739229010714382e+02	1.806946427344236217e-01	3.004593650993321943e-02
8.783693184264973297e+01	2.454077789246729253e+02	1.807575374822431857e-01	3.029669285673029094e-02
8.786258503076720672e+01	2.449386648128448485e+02	1.808204322300628331e-01	3.054625995712932640e-02
8.788828755170611373e+01	2.444666193545161832e+02	1.808833269778824526e-01	3.079462775460328761e-02
8.791403990260920409e+01	2.439916814527076099e+02	1.809462217257020444e-01	3.104178585569680043e-02
8.793984258117804131e+01	2.435138901245315708e+02	1.810091164735216640e-01	3.128772352695138870e-02
8.796569608566832699e+01	2.430332845011919289e+02	1.810720112213412558e-01	3.153242969164488790e-02
8.799160091488452906e+01	2.425499038279843091e+02	1.811349059691609031e-01	3.177589292652330949e-02
8.801755756817341592e+01	2.420637874642960981e+02	1.811978007169804950e-01	3.201810145844540684e-02
8.804356654541680882e+01	2.415749748836061883e+02	1.812606954648001423e-01	3.225904316104775960e-02
8.806962834702319753e+01	2.410835056734850923e+02	1.813235902126197341e-01	3.249870555126504329e-02
8.809574347391861693e+01	2.405894195355950558e+02	1.813864849604393537e-01	3.273707578583120309e-02
8.812191242753631570e+01	2.400927562856900863e+02	1.814493797082589732e-01	3.297414065782623693e-02
8.814813570980555824e+01	2.395935558536156122e+02	1.815122744560785928e-01	3.320988659298495377e-02
8.817441382313936060e+01	2.390918582833089090e+02	1.815751692038981846e-01	3.344429964608881117e-02
8.820074727042111817e+01	2.385877037327987296e+02	1.816380639517178042e-01	3.367736549731059625e-02
8.822713655499028107e+01	2.380811324742056172e+02	1.817009586995373960e-01	3.390909472084895765e-02
8.825358218066911320e+01	2.375721841344485199e+02	1.817638534473570433e-01	3.413953019689091456e-02
8.828008465184304043e+01	2.370608974891277398e+02	1.818267481951766351e-01	3.436864499858208882e-02
8.830664447342456924e+01	2.365473127661072112e+02	1.818896429429962547e-01	3.459638245317759458e-02
8.833326215076739629e+01	2.360314701949294545e+02	1.819525376908158465e-01	3.482273586245762664e-02
8.835993818966295521e+01	2.355134099564804160e+02	1.820154324386354661e-01	3.504769994668237298e-02
8.838667309633892444e+01	2.349931721829891274e+02	1.820783271864551134e-01	3.527126915396740225e-02
8.841346737745689666e+01	2.344707969580281599e+02	1.821412219342747052e-01	3.549343765935096540e-02
8.844032154010939450e+01	2.339463243165131985e+02	1.822041166820942970e-01	3.571419936383025268e-02
8.846723609181597681e+01	2.334197942447033824e+02	1.822670114299139166e-01	3.593354789340490879e-02
8.849421154051857741e+01	2.328912466802010499e+02	1.823299061777335639e-01	3.615147659810722530e-02
8.852124839457596295e+01	2.323607215119518514e+02	1.823928009255531557e-01	3.636797855086913028e-02
8.854834716275746587e+01	2.318282585802448921e+02	1.824556956733727753e-01	3.658304654649378179e-02
8.857550835423572266e+01	2.312938976767123336e+02	1.825185904211923671e-01	3.679667310054791224e-02
8.860273247857871581e+01	2.307576785443297638e+02	1.825814851690119589e-01	3.700885044819082759e-02
8.863002004574083514e+01	2.302196408774161966e+02	1.826443799168316062e-01	3.721957054309418811e-02
8.865737156605294444e+01	2.296798243216336743e+02	1.827072746646512258e-01	3.742882505613449179e-02
8.868478755021189386e+01	2.291382684739878641e+02	1.827701694124708454e-01	3.763660537422926222e-02
8.871226850926873908e+01	2.285950128828274899e+02	1.828330641602904649e-01	3.784290259910529086e-02
8.873981495461627844e+01	2.280500970478447016e+02	1.828959589081100845e-01	3.804770754600622640e-02
8.876742739797549575e+01	2.275035604200748764e+02	1.829588536559297041e-01	3.825101074238645288e-02
8.879510635138122154e+01	2.269554424018967609e+02	1.830217484037493514e-01	3.845280242660933240e-02
8.882285232716661483e+01	2.264057823470322433e+02	1.830846431515689432e-01	3.865307254661611708e-02
8.885066583794684902e+01	2.258546195605468370e+02	1.831475378993885905e-01	3.885181075853427063e-02
8.887854739660161840e+01	2.253019932988491689e+02	1.832104326472082101e-01	3.904900642536943134e-02
8.890649751625679187e+01	2.247479427696910363e+02	1.832733273950278297e-01	3.924464861549490508e-02
8.893451671026497252e+01	2.241925071321678615e+02	1.833362221428474215e-01	3.943872610133383749e-02
8.896260549218496294e+01	2.236357254967179244e+02	1.833991168906670410e-01	3.963122735792637408e-02
8.899076437576016474e+01	2.230776369251233575e+02	1.834620116384866328e-01	3.982215260367575477e-02
8.901899387491748428e+01	2.225182800913191272e+02	1.835249063863062802e-01	4.001153082376817521e-02
8.904729450381711331e+01	2.219576928115632484e+02	1.835878011341258720e-01	4.019934915222807270e-02
8.907566677682724787e+01	2.213959136980729454e+02	1.836506958819454915e-01	4.038556626998150711e-02
8.910411120844828758e+01	2.208329812755300452e+02	1.837135906297650834e-01	4.057017497685377894e-02
8.913262831329653579e+01	2.202689339035342755e+02	1.837764853775847029e-01	4.075317065875518757e-02
8.916121860609219141e+01	2.197038097766041744e+02	1.838393801254042947e-01	4.093454850753387719e-02
8.918988260164650228e+01	2.191376469241761527e+02	1.839022748732239143e-01	4.111430352174820502e-02
8.921862081484820806e+01	2.185704832106052038e+02	1.839651696210435339e-01	4.129243050743994919e-02
8.924743376064897404e+01	2.180023563351647056e+02	1.840280643688631534e-01	4.146892407890493543e-02
8.927632195404841298e+01	2.174333038320461355e+02	1.840909591166827453e-01	4.164377865939871554e-02
8.930528591007792727e+01	2.168633630703595827e+02	1.841538538645023926e-01	4.181698848197765855e-02
8.933432614378392600e+01	2.162925712541331791e+02	1.842167486123220121e-01	4.198854759017721372e-02
8.936344317021021766e+01	2.157209654223136681e+02	1.842796433601416317e-01	4.215844983884622227e-02
8.939263750437952183e+01	2.151485824487657794e+02	1.843425381079612513e-01	4.232668889488142017e-02
8.942190966127414242e+01	2.145754590422729962e+02	1.844054328557808153e-01	4.249325823791180040e-02
8.945126015581591616e+01	2.140016317465367024e+02	1.844683276036004627e-01	4.265815116124187928e-02
8.948068950284505263e+01	2.134271369401770642e+02	1.845312223514200545e-01	4.282136077251059297e-02
8.951019821709844848e+01	2.128520108367321484e+02	1.845941170992397018e-01	4.298287999448609231e-02
8.953978681318676536e+01	2.122762894846586335e+02	1.846570118470592936e-01	4.314270156592165534e-02
8.956945580557096775e+01	2.117000087673313544e+02	1.847199065948789132e-01	4.330081804224734932e-02
8.959920570853775246e+01	2.111232044030436725e+02	1.847828013426985327e-01	4.345722179652079797e-02
8.962903703617413953e+01	2.105459119450071057e+02	1.848456960905181523e-01	4.361190502018508913e-02
8.965895030234116803e+01	2.099681667813515276e+02	1.849085908383377441e-01	4.376485972387354761e-02
8.968894602064666799e+01	2.093900041351252810e+02	1.849714855861573637e-01	4.391607773831193717e-02
8.971902470441713717e+01	2.088114590642948372e+02	1.850343803339769833e-01	4.406555071518788308e-02
8.974918686666862300e+01	2.082325664617452219e+02	1.850972750817966306e-01	4.421327012802315354e-02
8.977943302007665238e+01	2.076533610552795608e+02	1.851601698296162501e-01	4.435923442617865919e-02
8.980976367695907925e+01	2.070738772199916014e+02	1.852230645774358420e-01	4.450346065022186409e-02
8.984017934929389071e+01	2.064941486797032724e+02	1.852859593252554615e-01	4.464594090126785403e-02
8.987068054868890954e+01	2.059142094643463281e+02	1.853488540730750533e-01	4.478664886282687774e-02
8.990126778631591264e+01	2.053340934167674163e+02	1.854117488208947007e-01	4.492557887014469314e-02
8.993194157288336044e+01	2.047538341450500354e+02	1.854746435687142925e-01	4.506272700328426556e-02
8.996270241861201100e+01	2.041734650225132839e+02	1.855375383165339398e-01	4.519808925133840527e-02
8.999355083320962478e+01	2.035930191877131676e+02	1.856004330643535871e-01	4.533166151485331502e-02
9.002448732584514346e+01	2.030125295444416622e+02	1.856633278121731512e-01	4.546343960817224999e-02
9.005551240512227196e+01	2.024320287617269400e+02	1.857262225599927707e-01	4.559341926197515299e-02
9.008662657905198046e+01	2.018515492738337684e+02	1.857891173078123903e-01	4.572159612570916853e-02
9.011783035502473638e+01	2.012711232802627705e+02	1.858520120556319821e-01	4.584796576998127066e-02
9.014912423978184108e+01	2.006907827457513349e+02	1.859149068034516017e-01	4.597252368923061133e-02
9.018050873938598500e+01	2.001105594002726775e+02	1.859778015512711935e-01	4.609526530417380752e-02
9.021198435919127689e+01	1.995304847390365808e+02	1.860406962990908131e-01	4.621618596437090248e-02
9.024355160381250585e+01	1.989505900224889103e+02	1.861035910469104604e-01	4.633528095086358878e-02
9.027521097709359310e+01	1.983709062763120698e+02	1.861664857947300800e-01	4.645254547880010854e-02
9.030696298207553241e+01	1.977914642914244041e+02	1.862293805425497273e-01	4.656797470004851031e-02
9.033880812096347768e+01	1.972122946239809096e+02	1.862922752903693191e-01	4.668156370590906962e-02
9.037074689509320535e+01	1.966334275953724386e+02	1.863551700381889387e-01	4.679330752983251740e-02
9.040277980489682363e+01	1.960548932922265521e+02	1.864180647860085305e-01	4.690320115016171493e-02
9.043490734986778534e+01	1.954767215664068374e+02	1.864809595338281778e-01	4.701123949294345322e-02
9.046713002852524710e+01	1.948989420350130786e+02	1.865438542816477696e-01	4.711741743468144533e-02
9.049944833837767533e+01	1.943215840803816832e+02	1.866067490294673892e-01	4.722172980519873803e-02
9.053186277588577013e+01	1.937446768500849146e+02	1.866696437772870365e-01	4.732417139061396300e-02
9.056437383642457917e+01	1.931682492569316594e+02	1.867325385251066283e-01	4.742473693611811564e-02
9.059698201424524200e+01	1.925923299789668590e+02	1.867954332729262479e-01	4.752342114897342706e-02
9.062968780243552658e+01	1.920169474594719077e+02	1.868583280207458397e-01	4.762022197490355102e-02
9.066249169288694532e+01	1.914421298275447896e+02	1.869212227685654870e-01	4.771514554352327547e-02
9.069539417627795785e+01	1.908679047809241354e+02	1.869841175163851066e-01	4.780818812411348484e-02
9.072839574203639756e+01	1.902942999458615816e+02	1.870470122642047262e-01	4.789933809853968993e-02
9.076149687828505819e+01	1.897213427025289434e+02	1.871099070120243457e-01	4.798859171334936280e-02
9.079469807180278451e+01	1.891490601703779362e+02	1.871728017598439653e-01	4.807594584071273047e-02
9.082799980798635886e+01	1.885774792081401188e+02	1.872356965076635571e-01	4.816139737133380561e-02
9.086140257081180494e+01	1.880066264138275187e+02	1.872985912554831767e-01	4.824494321825040927e-02
9.089490684279509480e+01	1.874365281247317796e+02	1.873614860033027685e-01	4.832658032057723929e-02
9.092851310495244377e+01	1.868672104174249569e+02	1.874243807511223880e-01	4.840630564726186580e-02
9.096222183676003681e+01	1.862986991077587788e+02	1.874872754989419799e-01	4.848411620093703855e-02
9.099603351611327184e+01	1.857310197508654142e+02	1.875501702467615994e-01	4.856000902177905199e-02
9.102994861928546300e+01	1.851641976411567612e+02	1.876130649945812190e-01	4.863398119143974574e-02
9.106396762088608909e+01	1.845982578123249880e+02	1.876759597424008386e-01	4.870602983690992815e-02
9.109809099381854480e+01	1.840332250373421346e+02	1.877388544902204859e-01	4.877615213454306042e-02
9.113231920923742280e+01	1.834691238284604822e+02	1.878017492380400777e-01	4.884434531407171043e-02
9.116665273650534118e+01	1.829059784372120987e+02	1.878646439858597250e-01	4.891060666263039036e-02
9.120109204314927354e+01	1.823438128544093502e+02	1.879275387336793168e-01	4.897493352885406298e-02
9.123563759481648106e+01	1.817826508101445597e+02	1.879904334814989364e-01	4.903732332697176982e-02
9.127028985523001836e+01	1.812225157737900076e+02	1.880533282293185560e-01	4.909777354101538260e-02
9.130504928614369931e+01	1.806634309539981587e+02	1.881162229771381755e-01	4.915628172894680875e-02
9.133991634729689224e+01	1.801054192987014346e+02	1.881791177249577951e-01	4.921284552694356329e-02
9.137489149636856212e+01	1.795485034951124135e+02	1.882420124727774147e-01	4.926746265365135324e-02
9.140997518893126994e+01	1.789927059697234881e+02	1.883049072205970620e-01	4.932013091445378722e-02
9.144516787840454697e+01	1.784380488883074349e+02	1.883678019684166538e-01	4.937084820583906991e-02
9.148047001600811257e+01	1.778845541559167316e+02	1.884306967162362734e-01	4.941961251976901420e-02
9.151588205071443838e+01	1.773322434168842392e+02	1.884935914640558652e-01	4.946642194808215098e-02
9.155140442920136934e+01	1.767811380548224918e+02	1.885564862118755125e-01	4.951127467900986318e-02
9.158703759580401993e+01	1.762312591928016161e+02	1.886193809596951043e-01	4.955416550316784491e-02
9.162278199245865551e+01	1.756826277712609681e+02	1.886822757075147239e-01	4.959509146263756107e-02
9.165863805865112113e+01	1.751352644204284559e+02	1.887451704553343435e-01	4.963405656201363980e-02
9.169460623138012068e+01	1.745891894375360494e+02	1.888080652031539353e-01	4.967106225351244214e-02
9.173068694511462695e+01	1.740444228708033734e+02	1.888709599509735548e-01	4.970610629394787983e-02
9.176688063174216836e+01	1.735009845194382194e+02	1.889338546987931744e-01	4.973918655546752388e-02
9.180318772051704457e+01	1.729588939336360340e+02	1.889967494466127940e-01	4.977030102998759170e-02
9.183960863800807317e+01	1.724181704145804872e+02	1.890596441944324135e-01	4.979944783370765515e-02
9.187614380804627956e+01	1.718788330144427903e+02	1.891225389422520609e-01	4.982662521165467928e-02
9.191279365167207516e+01	1.713409005363824065e+02	1.891854336900716804e-01	4.985183154232507297e-02
9.194955858708235041e+01	1.708043915345463972e+02	1.892483284378913000e-01	4.987506534216185755e-02
9.198643902957738305e+01	1.702693243140700474e+02	1.893112231857108918e-01	4.989632527028124015e-02
9.202343539150736262e+01	1.697357169310762117e+02	1.893741179335305391e-01	4.991561013314935180e-02
9.206054808221888663e+01	1.692035871926759967e+02	1.894370126813501309e-01	4.993291888922111316e-02
9.209777750800122931e+01	1.686729526569680786e+02	1.894999074291697783e-01	4.994825065369820627e-02
9.213512407203243981e+01	1.681438306330392720e+02	1.895628021769894256e-01	4.996160470326734687e-02
9.217258817432534101e+01	1.676162381809642454e+02	1.896256969248090174e-01	4.997298048087082251e-02
9.221017021167347139e+01	1.670901921118055213e+02	1.896885916726286370e-01	4.998237760053755863e-02
9.224787057759678532e+01	1.665657089876136183e+02	1.897514864204482288e-01	4.998979585216460630e-02
9.228568966228745296e+01	1.660428051214268237e+02	1.898143811682678761e-01	4.999523520642035201e-02
9.232362785255544679e+01	1.655214965772715345e+02	1.898772759160874679e-01	4.999869581959023868e-02
9.236168553177432727e+01	1.650017991701618030e+02	1.899401706639070875e-01	5.000017803844048619e-02
9.239986307982678682e+01	1.644837284660998193e+02	1.900030654117266793e-01	4.999968240518798401e-02
9.243816087305037854e+01	1.639672997820754858e+02	1.900659601595463266e-01	4.999720966239391828e-02
9.247657928418320239e+01	1.634525281860668144e+02	1.901288549073659184e-01	4.999276075793288726e-02
9.251511868230980440e+01	1.629394284970395290e+02	1.901917496551855657e-01	4.998633684995532761e-02
9.255377943280686281e+01	1.624280152849474064e+02	1.902546444030051576e-01	4.997793931187179822e-02
9.259256189728942843e+01	1.619183028707319920e+02	1.903175391508247771e-01	4.996756973731936863e-02
9.263146643355692333e+01	1.614103053263228560e+02	1.903804338986443689e-01	4.995522991590427980e-02
9.267049339553948073e+01	1.609040364752350740e+02	1.904433286464639885e-01	4.994090590796191470e-02
9.270964313320482120e+01	1.603995102165008575e+02	1.905062233942835803e-01	4.992458688946285056e-02
9.274891599247241913e+01	1.598967401331549354e+02	1.905691181421032276e-01	4.990629073310706709e-02
9.278831231519784239e+01	1.593957393095196551e+02	1.906320128899228195e-01	4.988603057934436202e-02
9.282783243914509796e+01	1.588965206214259354e+02	1.906949076377424390e-01	4.986380534893785493e-02
9.286747669792396209e+01	1.583990967362127549e+02	1.907578023855620863e-01	4.983961415422805130e-02
9.290724542092721094e+01	1.579034801127276353e+02	1.908206971333816782e-01	4.981345630361221077e-02
9.294713893326806442e+01	1.574096830013262718e+02	1.908835918812012977e-01	4.978533130619094971e-02
9.298715755571747366e+01	1.569177174438727320e+02	1.909464866290208895e-01	4.975523887634591275e-02
9.302730160464173537e+01	1.564275952737393709e+02	1.910093813768404813e-01	4.972317893830748708e-02
9.306757139194003514e+01	1.559393281158069442e+02	1.910722761246601009e-01	4.968915163080222380e-02
9.310796722498230338e+01	1.554529273864642960e+02	1.911351708724796927e-01	4.965315731164701013e-02
9.314848940654708542e+01	1.549684042936087849e+02	1.911980656202993401e-01	4.961519656237730475e-02
9.318913823475978120e+01	1.544857698366461420e+02	1.912609603681189596e-01	4.957527019291573661e-02
9.322991400303098430e+01	1.540050348064901300e+02	1.913238551159385792e-01	4.953337924619090338e-02
9.327081699999510533e+01	1.535262097855631680e+02	1.913867498637581988e-01	4.948952500275514282e-02
9.331184750944939310e+01	1.530493051477956215e+02	1.914496446115778183e-01	4.944370898546776583e-02
9.335300581029306954e+01	1.525743310586265125e+02	1.915125393593974379e-01	4.939593296414827861e-02
9.339429217646703307e+01	1.521012974750029230e+02	1.915754341072170297e-01	4.934619896017573837e-02
9.343570687689378929e+01	1.516302141453805064e+02	1.916383288550366493e-01	4.929450925115099608e-02
9.347725017541783643e+01	1.511610906097228622e+02	1.917012236028562688e-01	4.924086637555673968e-02
9.351892233074646299e+01	1.506939361995022750e+02	1.917641183506758884e-01	4.918527313735625295e-02
9.356072359639112790e+01	1.502287600376990895e+02	1.918270130984954802e-01	4.912773261058744900e-02
9.360265422060922447e+01	1.497655710388021362e+02	1.918899078463151275e-01	4.906824814404409096e-02
9.364471444634632746e+01	1.493043779088083909e+02	1.919528025941347471e-01	4.900682336581468207e-02
9.368690451117926443e+01	1.488451891452232587e+02	1.920156973419543389e-01	4.894346218785215752e-02
9.372922464725951386e+01	1.483880130370605173e+02	1.920785920897739585e-01	4.887816881057974183e-02
9.377167508125738493e+01	1.479328576648420608e+02	1.921414868375935781e-01	4.881094772741490645e-02
9.381425603430685101e+01	1.474797309005982981e+02	1.922043815854131976e-01	4.874180372930085603e-02
9.385696772195102255e+01	1.470286404078677549e+02	1.922672763332327894e-01	4.867074190917394100e-02
9.389981035408851540e+01	1.465795936416974996e+02	1.923301710810524090e-01	4.859776759779102506e-02
9.394278413492020263e+01	1.461325978499146174e+02	1.923930658288720286e-01	4.852285732868238249e-02
9.398588926281753686e+01	1.456876606093360635e+02	1.924559605766916481e-01	4.844599205295262861e-02
9.402912593020269583e+01	1.452447891992455595e+02	1.925188553245112399e-01	4.836720390531405733e-02
9.407249432356691443e+01	1.448039902951371971e+02	1.925817500723308595e-01	4.828651793267783876e-02
9.411599462346995892e+01	1.443652704216689813e+02	1.926446448201504513e-01	4.820393465963949270e-02
9.415962700447349221e+01	1.439286359526633134e+02	1.927075395679700709e-01	4.811945484684852087e-02
9.420339163507490809e+01	1.434940931111065936e+02	1.927704343157896905e-01	4.803307949501370300e-02
9.424728867764157769e+01	1.430616479691494760e+02	1.928333290636093378e-01	4.794480984872773882e-02
9.429131828834576368e+01	1.426313064481068693e+02	1.928962238114289296e-01	4.785464740031957626e-02
9.433548061710000354e+01	1.422030743184577091e+02	1.929591185592485769e-01	4.776259389380739517e-02
9.437977580749303286e+01	1.417769571998452420e+02	1.930220133070681965e-01	4.766865132869038679e-02
9.442420399672644749e+01	1.413529605610767703e+02	1.930849080548878161e-01	4.757282196379391398e-02
9.446876531555192003e+01	1.409310897201238788e+02	1.931478028027074356e-01	4.747510832110077295e-02
9.451345988820911259e+01	1.405113498441222930e+02	1.932106975505270274e-01	4.737551318950426749e-02
9.455828783236439961e+01	1.400937459493719075e+02	1.932735922983466470e-01	4.727403962857727737e-02
9.460324925905027271e+01	1.396782829013367007e+02	1.933364870461662666e-01	4.717069097235020853e-02
9.464834427260538519e+01	1.392649654146451041e+02	1.933993817939858861e-01	4.706547083297148160e-02
9.469357297061586110e+01	1.388537980530893492e+02	1.934622765418055057e-01	4.695838310440643426e-02
9.473893544385681764e+01	1.384447852296262340e+02	1.935251712896251253e-01	4.684943196609502730e-02
9.478443177623546489e+01	1.380379312063763564e+02	1.935880660374447171e-01	4.673862188652129490e-02
9.483006204473456080e+01	1.376332400946247674e+02	1.936509607852643366e-01	4.662595762683027084e-02
9.487582631935715938e+01	1.372307158548206871e+02	1.937138555330839840e-01	4.651144424436944730e-02
9.492172466307226841e+01	1.368303622965772490e+02	1.937767502809035758e-01	4.639508709614530158e-02
9.496775713176147349e+01	1.364321830786721534e+02	1.938396450287231954e-01	4.627689184227360558e-02
9.501392377416681256e+01	1.360361817090468719e+02	1.939025397765427872e-01	4.615686444942593281e-02
9.506022463183950322e+01	1.356423615448073861e+02	1.939654345243623790e-01	4.603501119415883552e-02
9.510665973909004833e+01	1.352507257922236192e+02	1.940283292721820263e-01	4.591133866624680371e-02
9.515322912293932234e+01	1.348612775067298912e+02	1.940912240200016459e-01	4.578585377192398442e-02
9.519993280307102168e+01	1.344740195929244635e+02	1.941541187678212377e-01	4.565856373707393584e-02
9.524677079178538008e+01	1.340889548045700224e+02	1.942170135156408572e-01	4.552947611039746129e-02
9.529374309395396381e+01	1.337060857445931390e+02	1.942799082634604768e-01	4.539859876652672932e-02
9.534084970697604433e+01	1.333254148650848947e+02	1.943428030112800964e-01	4.526593990900644460e-02
9.538809062073615053e+01	1.329469444673001988e+02	1.944056977590996882e-01	4.513150807327510200e-02
9.543546581756319824e+01	1.325706767016584422e+02	1.944685925069193355e-01	4.499528136396793720e-02
9.548297527209831514e+01	1.321966140829685230e+02	1.945314872547389273e-01	4.485722931490568333e-02
9.553061895113746971e+01	1.318247591108273014e+02	1.945943820025585469e-01	4.471738579143345188e-02
9.557839681366613149e+01	1.314551135787370981e+02	1.946572767503781665e-01	4.457579043131430080e-02
9.562630881091175183e+01	1.310876791885399655e+02	1.947201714981977860e-01	4.443244603928699077e-02
9.567435488628736096e+01	1.307224575516799234e+02	1.947830662460173778e-01	4.428735559019558732e-02
9.572253497533593247e+01	1.303594501892026187e+02	1.948459609938370252e-01	4.414052230791402215e-02
9.577084900567560055e+01	1.299986585317559786e+02	1.949088557416566447e-01	4.399194966797816131e-02
9.581929689694622709e+01	1.296400839195894719e+02	1.949717504894762365e-01	4.384164140018961819e-02
9.586787856075679315e+01	1.292837276025546487e+02	1.950346452372958284e-01	4.368960149118691211e-02
9.591659390063415458e+01	1.289295907401047714e+02	1.950975399851154757e-01	4.353583418699537300e-02
9.596544281197269299e+01	1.285776744012952690e+02	1.951604347329350952e-01	4.338034399549044184e-02
9.601442518198541620e+01	1.282279795647830838e+02	1.952233294807547148e-01	4.322313568882688722e-02
9.606354088965605342e+01	1.278805071188273956e+02	1.952862242285743344e-01	4.306421430584193161e-02
9.611278980569264263e+01	1.275352578612891108e+02	1.953491189763939540e-01	4.290358515441301812e-02
9.616217179248212688e+01	1.271922324996309186e+02	1.954120137242135735e-01	4.274125381369908716e-02
9.621168670404657064e+01	1.268514316509176325e+02	1.954749084720331653e-01	4.257722613640770037e-02
9.626133438600049885e+01	1.265128558418157496e+02	1.955378032198527849e-01	4.241150825100030441e-02
9.631111467550971383e+01	1.261765055085937632e+02	1.956006979676723767e-01	4.224410656376991618e-02
9.636102740125156174e+01	1.258423809971219356e+02	1.956635927154919963e-01	4.207502776094648733e-02
9.641107238337653484e+01	1.255104825628726530e+02	1.957264874633115881e-01	4.190427881067722293e-02
9.646124943347156488e+01	1.251808103709198576e+02	1.957893822111312354e-01	4.173186696501385989e-02
9.651155835452453857e+01	1.248533644959396582e+02	1.958522769589508272e-01	4.155779976174661661e-02
9.656199894089066049e+01	1.245281449222098615e+02	1.959151717067704468e-01	4.138208502624526886e-02
9.661257097826023710e+01	1.242051515436103557e+02	1.959780664545900941e-01	4.120473087324079409e-02
9.666327424362795284e+01	1.238843841636226983e+02	1.960409612024096859e-01	4.102574570845504698e-02
9.671410850526417846e+01	1.235658424953304859e+02	1.961038559502293332e-01	4.084513823025633789e-02
9.676507352268745876e+01	1.232495261614191406e+02	1.961667506980489251e-01	4.066291743119740398e-02
9.681616904663907519e+01	1.229354346941759388e+02	1.962296454458685724e-01	4.047909259946800425e-02
9.686739481905915738e+01	1.226235675354900962e+02	1.962925401936881642e-01	4.029367332027766757e-02
9.691875057306471319e+01	1.223139240368527396e+02	1.963554349415078115e-01	4.010666947723341702e-02
9.697023603292916505e+01	1.220065034593568356e+02	1.964183296893274033e-01	3.991809125352075577e-02
9.702185091406407480e+01	1.217013049736971624e+02	1.964812244371470229e-01	3.972794913306867265e-02
9.707359492300244597e+01	1.213983276601705654e+02	1.965441191849666147e-01	3.953625369124481870e-02
9.712546775738334759e+01	1.210975705119009120e+02	1.966070139327862620e-01	3.934297951316444858e-02
9.717746910581901432e+01	1.207990329864365577e+02	1.966699086806058816e-01	3.914810702025765810e-02
9.722959864778209749e+01	1.205027143573988440e+02	1.967328034284255012e-01	3.895167620118649560e-02
9.728185605368763333e+01	1.202086134620077758e+02	1.967956981762451207e-01	3.875371835892230804e-02
9.733424098494820953e+01	1.199167290979329294e+02	1.968585929240647125e-01	3.855423887213861589e-02
9.738675309394535873e+01	1.196270600232932111e+02	1.969214876718843321e-01	3.835324334607032731e-02
9.743939202400271427e+01	1.193396049566573254e+02	1.969843824197039239e-01	3.815073761371701178e-02
9.749215740936065799e+01	1.190543625770433209e+02	1.970472771675235435e-01	3.794672773708038238e-02
9.754504887515231815e+01	1.187713315239189455e+02	1.971101719153431353e-01	3.774122000827464379e-02
