# x[mm]	L[um]	t[s]	stress[Pa]
9.879036259819335086e+00	1.319627327027156696e+02	5.861340253614030077e-02	2.000023624195869376e-01
9.892058318806734363e+00	1.315107495912405398e+02	5.863055737228053260e-02	2.000023462641470073e-01
9.905080377794137192e+00	1.310618520693360836e+02	5.864765355181703055e-02	2.000023302738631881e-01
9.918102436781536468e+00	1.306160086475233015e+02	5.866469147450678601e-02	2.000023144465067904e-01
9.931124495768935745e+00	1.301731882633514772e+02	5.868167153603404129e-02	2.000022987798361074e-01
9.944146554756336798e+00	1.297333602741840366e+02	5.869859412806537752e-02	2.000022832717075760e-01
9.957168613743737851e+00	1.292964944501300693e+02	5.871545963830396980e-02	2.000022679199996711e-01
9.970190672731137127e+00	1.288625609671182985e+02	5.873226845054284329e-02	2.000022527225709668e-01
9.983212731718538180e+00	1.284315304001097502e+02	5.874902094471731728e-02	2.000022376774137911e-01
9.996234790705937456e+00	1.280033737164467027e+02	5.876571749695648494e-02	2.000022227824685694e-01
1.000925684969333851e+01	1.275780622693337989e+02	5.878235847963394350e-02	2.000022080357397869e-01
1.002227890868073956e+01	1.271555677914488882e+02	5.879894426141756697e-02	2.000021934352946007e-01
1.003530096766814061e+01	1.267358623886801610e+02	5.881547520731857798e-02	2.000021789791987248e-01
1.004832302665553989e+01	1.263189185339873575e+02	5.883195167873966902e-02	2.000021646655510132e-01
1.006134508564293917e+01	1.259047090613833433e+02	5.884837403352248530e-02	2.000021504924527904e-01
1.007436714463034022e+01	1.254932071600339327e+02	5.886474262599419860e-02	2.000021364580945038e-01
1.008738920361774127e+01	1.250843863684727495e+02	5.888105780701344966e-02	2.000021225606787856e-01
1.010041126260514233e+01	1.246782205689292766e+02	5.889731992401537469e-02	2.000021087984489021e-01
1.011343332159254160e+01	1.242746839817666284e+02	5.891352932105609064e-02	2.000020951696278859e-01
1.012645538057994266e+01	1.238737511600272256e+02	5.892968633885632690e-02	2.000020816724865647e-01
1.013947743956734193e+01	1.234753969840835310e+02	5.894579131484440487e-02	2.000020683053564396e-01
1.015249949855474298e+01	1.230795966563917574e+02	5.896184458319853050e-02	2.000020550665700669e-01
1.016552155754214404e+01	1.226863256963464153e+02	5.897784647488838600e-02	2.000020419544897565e-01
1.017854361652954509e+01	1.222955599352326459e+02	5.899379731771608321e-02	2.000020289674949991e-01
1.019156567551694437e+01	1.219072755112751736e+02	5.900969743635645776e-02	2.000020161039949007e-01
1.020458773450434542e+01	1.215214488647809361e+02	5.902554715239672484e-02	2.000020033624605731e-01
1.021760979349174470e+01	1.211380567333741425e+02	5.904134678437548966e-02	2.000019907413227993e-01
1.023063185247914753e+01	1.207570761473206176e+02	5.905709664782117507e-02	2.000019782390822787e-01
1.024365391146654680e+01	1.203784844249407087e+02	5.907279705528983849e-02	2.000019658542531442e-01
1.025667597045394608e+01	1.200022591681076420e+02	5.908844831640235745e-02	2.000019535853542474e-01
1.026969802944134713e+01	1.196283782578304908e+02	5.910405073788110170e-02	2.000019414309592847e-01
1.028272008842874818e+01	1.192568198499193670e+02	5.911960462358598761e-02	2.000019293896418138e-01
1.029574214741614746e+01	1.188875623707307909e+02	5.913511027454996377e-02	2.000019174599858840e-01
1.030876420640354851e+01	1.185205845129923574e+02	5.915056798901401069e-02	2.000019056406615869e-01
1.032178626539094779e+01	1.181558652317040554e+02	5.916597806246153002e-02	2.000018939302759535e-01
1.033480832437834884e+01	1.177933837401156012e+02	5.918134078765224793e-02	2.000018823274894164e-01
1.034783038336574990e+01	1.174331195057768014e+02	5.919665645465559123e-02	2.000018708310040416e-01
1.036085244235315095e+01	1.170750522466608174e+02	5.921192535088352915e-02	2.000018594395392424e-01
1.037387450134055022e+01	1.167191619273579306e+02	5.922714776112296409e-02	2.000018481518051061e-01
1.038689656032794950e+01	1.163654287553384847e+02	5.924232396756758806e-02	2.000018369665134133e-01
1.039991861931535233e+01	1.160138331772835869e+02	5.925745424984926735e-02	2.000018258824679263e-01
1.041294067830275161e+01	1.156643558754820873e+02	5.927253888506896218e-02	2.000018148984588073e-01
1.042596273729015266e+01	1.153169777642926590e+02	5.928757814782718849e-02	2.000018040132521269e-01
1.043898479627755194e+01	1.149716799866693009e+02	5.930257231025400089e-02	2.000017932256985265e-01
1.045200685526495299e+01	1.146284439107489703e+02	5.931752164203853150e-02	2.000017825346065703e-01
1.046502891425235227e+01	1.142872511265004789e+02	5.933242641045811255e-02	2.000017719388224868e-01
1.047805097323975332e+01	1.139480834424326616e+02	5.934728688040694089e-02	2.000017614372382180e-01
1.049107303222715437e+01	1.136109228823614075e+02	5.936210331442431931e-02	2.000017510287799283e-01
1.050409509121455542e+01	1.132757516822334480e+02	5.937687597272249540e-02	2.000017407122725299e-01
1.051711715020195470e+01	1.129425522870068193e+02	5.939160511321407709e-02	2.000017304866478773e-01
1.053013920918935575e+01	1.126113073475853952e+02	5.940629099153906661e-02	2.000017203509011909e-01
1.054316126817675503e+01	1.122819997178080058e+02	5.942093386109145031e-02	2.000017103039377631e-01
1.055618332716415786e+01	1.119546124514897656e+02	5.943553397304546931e-02	2.000017003447075448e-01
1.056920538615155714e+01	1.116291287995152572e+02	5.945009157638143221e-02	2.000016904722540234e-01
1.058222744513895641e+01	1.113055322069818516e+02	5.946460691791125019e-02	2.000016806855111351e-01
1.059524950412635746e+01	1.109838063103932342e+02	5.947908024230347257e-02	2.000016709834996353e-01
1.060827156311375852e+01	1.106639349349008796e+02	5.949351179210807250e-02	2.000016613652818853e-01
1.062129362210115779e+01	1.103459020915934019e+02	5.950790180778084415e-02	2.000016518298456392e-01
1.063431568108855885e+01	1.100296919748323461e+02	5.952225052770743208e-02	2.000016423762807638e-01
1.064733774007595812e+01	1.097152889596338099e+02	5.953655818822699980e-02	2.000016330036394341e-01
1.066035979906336095e+01	1.094026775990947158e+02	5.955082502365563468e-02	2.000016237109855100e-01
1.067338185805076201e+01	1.090918426218630373e+02	5.956505126630934344e-02	2.000016144974528787e-01
1.068640391703816128e+01	1.087827689296508851e+02	5.957923714652674924e-02	2.000016053621144763e-01
1.069942597602556056e+01	1.084754415947899560e+02	5.959338289269148353e-02	2.000015963040912004e-01
1.071244803501295983e+01	1.081698458578281503e+02	5.960748873125423786e-02	2.000015873224967600e-01
1.072547009400036266e+01	1.078659671251667049e+02	5.962155488675451726e-02	2.000015784164993482e-01
1.073849215298776194e+01	1.075637909667371872e+02	5.963558158184208841e-02	2.000015695852632447e-01
1.075151421197516299e+01	1.072633031137172139e+02	5.964956903729812937e-02	2.000015608279238633e-01
1.076453627096256227e+01	1.069644894562845110e+02	5.966351747205606015e-02	2.000015521436791233e-01
1.077755832994996332e+01	1.066673360414083760e+02	5.967742710322214428e-02	2.000015435317079870e-01
1.079058038893736260e+01	1.063718290706777765e+02	5.969129814609572260e-02	2.000015349911966334e-01
1.080360244792476365e+01	1.060779548981655296e+02	5.970513081418923895e-02	2.000015265213822835e-01
1.081662450691216470e+01	1.057857000283277671e+02	5.971892531924793274e-02	2.000015181214933047e-01
1.082964656589956576e+01	1.054950511139380609e+02	5.973268187126932333e-02	2.000015097907341388e-01
1.084266862488696503e+01	1.052059949540554697e+02	5.974640067852234060e-02	2.000015015283681252e-01
1.085569068387436431e+01	1.049185184920257399e+02	5.976008194756630976e-02	2.000014933336371481e-01
1.086871274286176536e+01	1.046326088135156454e+02	5.977372588326955449e-02	2.000014852057887538e-01
1.088173480184916819e+01	1.043482531445788482e+02	5.978733268882783364e-02	2.000014771441404604e-01
1.089475686083656747e+01	1.040654388497536047e+02	5.980090256578250024e-02	2.000014691479568008e-01
1.090777891982396675e+01	1.037841534301910116e+02	5.981443571403838311e-02	2.000014612165173233e-01
1.092080097881136602e+01	1.035043845218138472e+02	5.982793233188149484e-02	2.000014533491259738e-01
1.093382303779876885e+01	1.032261198935048299e+02	5.984139261599644849e-02	2.000014455450986328e-01
1.094684509678616990e+01	1.029493474453242357e+02	5.985481676148365904e-02	2.000014378037857921e-01
1.095986715577356918e+01	1.026740552067559378e+02	5.986820496187628821e-02	2.000014301244812109e-01
1.097288921476096846e+01	1.024002313349816262e+02	5.988155740915701575e-02	2.000014225065169793e-01
1.098591127374837129e+01	1.021278641131825111e+02	5.989487429377454708e-02	2.000014149492743420e-01
1.099893333273577234e+01	1.018569419488680978e+02	5.990815580465991275e-02	2.000014074521031804e-01
1.101195539172317162e+01	1.015874533722315931e+02	5.992140212924254583e-02	2.000014000143643944e-01
1.102497745071057089e+01	1.013193870345309051e+02	5.993461345346617203e-02	2.000013926354329841e-01
1.103799950969797194e+01	1.010527317064959192e+02	5.994778996180442909e-02	2.000013853146504483e-01
1.105102156868537300e+01	1.007874762767603016e+02	5.996093183727636139e-02	2.000013780514597050e-01
1.106404362767277227e+01	1.005236097503180162e+02	5.997403926146167852e-02	2.000013708452459404e-01
1.107706568666017333e+01	1.002611212470042688e+02	5.998711241451576415e-02	2.000013636954025009e-01
1.109008774564757260e+01	1.000000000000000000e+02	6.000015147518457381e-02	1.648806272736647038e-01
1.115032870950299504e+01	1.000000000000000000e+02	6.006039243903998903e-02	1.110223024625156540e-15
1.121056967335841570e+01	1.000000000000000000e+02	6.012063340289541119e-02	-1.110223024625156540e-15
1.127081063721383813e+01	1.000000000000000000e+02	6.018087436675083335e-02	-0.000000000000000000e+00
1.133105160106926057e+01	1.000000000000000000e+02	6.024111533060625551e-02	-0.000000000000000000e+00
1.139129256492468301e+01	1.000000000000000000e+02	6.030135629446167767e-02	1.110223024625156540e-15
1.145153352878010367e+01	1.000000000000000000e+02	6.036159725831709288e-02	-1.110223024625156540e-15
1.151177449263552433e+01	1.000000000000000000e+02	6.042183822217251504e-02	-0.000000000000000000e+00
1.157201545649094676e+01	1.000000000000000000e+02	6.048207918602793720e-02	-0.000000000000000000e+00
1.163225642034636920e+01	1.000000000000000000e+02	6.054232014988335936e-02	1.110223024625156540e-15
1.169249738420178986e+01	1.000000000000000000e+02	6.060256111373877458e-02	-1.110223024625156540e-15
1.175273834805721229e+01	1.000000000000000000e+02	6.066280207759419674e-02	-0.000000000000000000e+00
1.181297931191263473e+01	1.000000000000000000e+02	6.072304304144961890e-02	1.110223024625156540e-15
1.187322027576805539e+01	1.000000000000000000e+02	6.078328400530504105e-02	-1.110223024625156540e-15
1.193346123962347605e+01	1.000000000000000000e+02	6.084352496916046321e-02	-0.000000000000000000e+00
1.199370220347889848e+01	1.000000000000000000e+02	6.090376593301587843e-02	-0.000000000000000000e+00
1.205394316733432092e+01	1.000000000000000000e+02	6.096400689687130059e-02	1.110223024625156540e-15
1.211418413118974158e+01	1.000000000000000000e+02	6.102424786072672275e-02	-1.110223024625156540e-15
1.217442509504516401e+01	1.000000000000000000e+02	6.108448882458214491e-02	-0.000000000000000000e+00
1.223466605890058645e+01	1.000000000000000000e+02	6.114472978843756013e-02	-0.000000000000000000e+00
1.229490702275600711e+01	1.000000000000000000e+02	6.120497075229298228e-02	1.110223024625156540e-15
1.235514798661142777e+01	1.000000000000000000e+02	6.126521171614840444e-02	-1.110223024625156540e-15
1.241538895046685020e+01	1.000000000000000000e+02	6.132545268000382660e-02	-0.000000000000000000e+00
1.247562991432227264e+01	1.000000000000000000e+02	6.138569364385924876e-02	-0.000000000000000000e+00
1.253587087817769508e+01	1.000000000000000000e+02	6.144593460771466398e-02	1.110223024625156540e-15
1.259611184203311574e+01	1.000000000000000000e+02	6.150617557157008614e-02	-1.110223024625156540e-15
1.265635280588853817e+01	1.000000000000000000e+02	6.156641653542550829e-02	-0.000000000000000000e+00
1.271659376974395883e+01	1.000000000000000000e+02	6.162665749928093045e-02	1.110223024625156540e-15
1.277683473359937949e+01	1.000000000000000000e+02	6.168689846313634567e-02	-1.110223024625156540e-15
1.283707569745480193e+01	1.000000000000000000e+02	6.174713942699176783e-02	-0.000000000000000000e+00
1.289731666131022436e+01	1.000000000000000000e+02	6.180738039084718999e-02	-0.000000000000000000e+00
1.295755762516564680e+01	1.000000000000000000e+02	6.186762135470261215e-02	1.110223024625156540e-15
1.301779858902106746e+01	1.000000000000000000e+02	6.192786231855802737e-02	-1.110223024625156540e-15
1.307803955287648989e+01	1.000000000000000000e+02	6.198810328241344952e-02	-0.000000000000000000e+00
1.313828051673191055e+01	1.000000000000000000e+02	6.204834424626887168e-02	1.110223024625156540e-15
1.319852148058733121e+01	1.000000000000000000e+02	6.210858521012429384e-02	-1.110223024625156540e-15
1.325876244444275365e+01	1.000000000000000000e+02	6.216882617397971600e-02	-0.000000000000000000e+00
1.331900340829817608e+01	1.000000000000000000e+02	6.222906713783513122e-02	-0.000000000000000000e+00
1.337924437215359852e+01	1.000000000000000000e+02	6.228930810169055338e-02	-0.000000000000000000e+00
1.343948533600902095e+01	1.000000000000000000e+02	6.234954906554597553e-02	1.110223024625156540e-15
1.349972629986443984e+01	1.000000000000000000e+02	6.240979002940139769e-02	-1.110223024625156540e-15
1.355996726371986227e+01	1.000000000000000000e+02	6.247003099325681291e-02	-0.000000000000000000e+00
1.362020822757528471e+01	1.000000000000000000e+02	6.253027195711223507e-02	1.110223024625156540e-15
1.368044919143070537e+01	1.000000000000000000e+02	6.259051292096766417e-02	-1.110223024625156540e-15
1.374069015528612780e+01	1.000000000000000000e+02	6.265075388482307939e-02	-0.000000000000000000e+00
1.380093111914155024e+01	1.000000000000000000e+02	6.271099484867849461e-02	-0.000000000000000000e+00
1.386117208299697268e+01	1.000000000000000000e+02	6.277123581253392370e-02	1.110223024625156540e-15
1.392141304685239156e+01	1.000000000000000000e+02	6.283147677638933892e-02	-1.110223024625156540e-15
1.398165401070781400e+01	1.000000000000000000e+02	6.289171774024475414e-02	-0.000000000000000000e+00
1.404189497456323643e+01	1.000000000000000000e+02	6.295195870410018324e-02	1.110223024625156540e-15
1.410213593841865709e+01	1.000000000000000000e+02	6.301219966795559846e-02	-1.110223024625156540e-15
1.416237690227407953e+01	1.000000000000000000e+02	6.307244063181102756e-02	-0.000000000000000000e+00
1.422261786612950196e+01	1.000000000000000000e+02	6.313268159566644278e-02	-0.000000000000000000e+00
1.428285882998492440e+01	1.000000000000000000e+02	6.319292255952185799e-02	-0.000000000000000000e+00
1.434309979384034506e+01	1.000000000000000000e+02	6.325316352337728709e-02	1.110223024625156540e-15
1.440334075769576572e+01	1.000000000000000000e+02	6.331340448723270231e-02	-1.110223024625156540e-15
1.446358172155118815e+01	1.000000000000000000e+02	6.337364545108813141e-02	-0.000000000000000000e+00
1.452382268540661059e+01	1.000000000000000000e+02	6.343388641494354663e-02	1.110223024625156540e-15
1.458406364926203125e+01	1.000000000000000000e+02	6.349412737879896185e-02	-1.110223024625156540e-15
1.464430461311745368e+01	1.000000000000000000e+02	6.355436834265439094e-02	-0.000000000000000000e+00
1.470454557697287434e+01	1.000000000000000000e+02	6.361460930650980616e-02	-0.000000000000000000e+00
1.476478654082829678e+01	1.000000000000000000e+02	6.367485027036522138e-02	1.110223024625156540e-15
1.482502750468371744e+01	1.000000000000000000e+02	6.373509123422065048e-02	-1.110223024625156540e-15
1.488526846853913987e+01	1.000000000000000000e+02	6.379533219807606570e-02	-0.000000000000000000e+00
1.494550943239456231e+01	1.000000000000000000e+02	6.385557316193149480e-02	1.110223024625156540e-15
1.500575039624998297e+01	1.000000000000000000e+02	6.391581412578691002e-02	-1.110223024625156540e-15
1.506599136010540541e+01	1.000000000000000000e+02	6.397605508964232524e-02	-0.000000000000000000e+00
1.512623232396082606e+01	1.000000000000000000e+02	6.403629605349775433e-02	-0.000000000000000000e+00
1.518647328781624850e+01	1.000000000000000000e+02	6.409653701735316955e-02	-0.000000000000000000e+00
1.524671425167167094e+01	1.000000000000000000e+02	6.415677798120859865e-02	1.110223024625156540e-15
1.530695521552709160e+01	1.000000000000000000e+02	6.421701894506401387e-02	-1.110223024625156540e-15
1.536719617938251403e+01	1.000000000000000000e+02	6.427725990891942909e-02	1.110223024625156540e-15
1.542743714323793469e+01	1.000000000000000000e+02	6.433750087277485818e-02	-1.110223024625156540e-15
1.548767810709335713e+01	1.000000000000000000e+02	6.439774183663027340e-02	-0.000000000000000000e+00
1.554791907094877779e+01	1.000000000000000000e+02	6.445798280048570250e-02	-0.000000000000000000e+00
1.560816003480420022e+01	1.000000000000000000e+02	6.451822376434111772e-02	-0.000000000000000000e+00
1.566840099865962266e+01	1.000000000000000000e+02	6.457846472819653294e-02	1.110223024625156540e-15
1.572864196251504154e+01	1.000000000000000000e+02	6.463870569205196204e-02	-1.110223024625156540e-15
1.578888292637046398e+01	1.000000000000000000e+02	6.469894665590737726e-02	-0.000000000000000000e+00
1.584912389022588641e+01	1.000000000000000000e+02	6.475918761976279248e-02	-0.000000000000000000e+00
1.590936485408130707e+01	1.000000000000000000e+02	6.481942858361822157e-02	-0.000000000000000000e+00
1.596960581793672951e+01	1.000000000000000000e+02	6.487966954747363679e-02	-0.000000000000000000e+00
1.602984678179215194e+01	1.000000000000000000e+02	6.493991051132906589e-02	-0.000000000000000000e+00
1.609008774564757260e+01	1.000000000000000000e+02	6.500015147518448111e-02	-0.000000000000000000e+00
1.615032870950299682e+01	1.000000000000000000e+02	6.506039243903989633e-02	-0.000000000000000000e+00
1.621056967335841748e+01	1.000000000000000000e+02	6.512063340289532543e-02	-0.000000000000000000e+00
1.627081063721384169e+01	1.000000000000000000e+02	6.518087436675074064e-02	1.110223024625156540e-15
1.633105160106925879e+01	1.000000000000000000e+02	6.524111533060616974e-02	-1.110223024625156540e-15
1.639129256492468301e+01	1.000000000000000000e+02	6.530135629446158496e-02	-0.000000000000000000e+00
1.645153352878010367e+01	1.000000000000000000e+02	6.536159725831700018e-02	-0.000000000000000000e+00
1.651177449263552433e+01	1.000000000000000000e+02	6.542183822217242928e-02	-0.000000000000000000e+00
1.657201545649094854e+01	1.000000000000000000e+02	6.548207918602784450e-02	1.110223024625156540e-15
1.663225642034636564e+01	1.000000000000000000e+02	6.554232014988327359e-02	-1.110223024625156540e-15
1.669249738420178986e+01	1.000000000000000000e+02	6.560256111373868881e-02	-0.000000000000000000e+00
1.675273834805721052e+01	1.000000000000000000e+02	6.566280207759410403e-02	-0.000000000000000000e+00
1.681297931191263473e+01	1.000000000000000000e+02	6.572304304144953313e-02	-0.000000000000000000e+00
1.687322027576805539e+01	1.000000000000000000e+02	6.578328400530494835e-02	-0.000000000000000000e+00
1.693346123962347605e+01	1.000000000000000000e+02	6.584352496916036357e-02	-0.000000000000000000e+00
1.699370220347890026e+01	1.000000000000000000e+02	6.590376593301579267e-02	-0.000000000000000000e+00
1.705394316733432092e+01	1.000000000000000000e+02	6.596400689687120789e-02	-0.000000000000000000e+00
1.711418413118974513e+01	1.000000000000000000e+02	6.602424786072663698e-02	-0.000000000000000000e+00
1.717442509504516579e+01	1.000000000000000000e+02	6.608448882458205220e-02	1.110223024625156540e-15
1.723466605890058645e+01	1.000000000000000000e+02	6.614472978843746742e-02	-1.110223024625156540e-15
1.729490702275600711e+01	1.000000000000000000e+02	6.620497075229289652e-02	-0.000000000000000000e+00
1.735514798661142777e+01	1.000000000000000000e+02	6.626521171614831174e-02	-0.000000000000000000e+00
1.741538895046685198e+01	1.000000000000000000e+02	6.632545268000374084e-02	-0.000000000000000000e+00
1.747562991432227264e+01	1.000000000000000000e+02	6.638569364385915605e-02	1.110223024625156540e-15
1.753587087817769330e+01	1.000000000000000000e+02	6.644593460771457127e-02	-1.110223024625156540e-15
1.759611184203311396e+01	1.000000000000000000e+02	6.650617557157000037e-02	-0.000000000000000000e+00
1.765635280588853817e+01	1.000000000000000000e+02	6.656641653542541559e-02	-0.000000000000000000e+00
1.771659376974395883e+01	1.000000000000000000e+02	6.662665749928083081e-02	-0.000000000000000000e+00
1.777683473359937949e+01	1.000000000000000000e+02	6.668689846313625991e-02	-0.000000000000000000e+00
1.783707569745480370e+01	1.000000000000000000e+02	6.674713942699167513e-02	-0.000000000000000000e+00
1.789731666131022436e+01	1.000000000000000000e+02	6.680738039084710422e-02	-0.000000000000000000e+00
1.795755762516564857e+01	1.000000000000000000e+02	6.686762135470251944e-02	-0.000000000000000000e+00
1.801779858902106923e+01	1.000000000000000000e+02	6.692786231855793466e-02	1.110223024625156540e-15
1.807803955287648989e+01	1.000000000000000000e+02	6.698810328241336376e-02	-1.110223024625156540e-15
1.813828051673191055e+01	1.000000000000000000e+02	6.704834424626877898e-02	-0.000000000000000000e+00
1.819852148058733121e+01	1.000000000000000000e+02	6.710858521012420808e-02	-0.000000000000000000e+00
1.825876244444275542e+01	1.000000000000000000e+02	6.716882617397962330e-02	-0.000000000000000000e+00
1.831900340829817608e+01	1.000000000000000000e+02	6.722906713783503851e-02	-0.000000000000000000e+00
1.837924437215360030e+01	1.000000000000000000e+02	6.728930810169046761e-02	1.110223024625156540e-15
1.843948533600901740e+01	1.000000000000000000e+02	6.734954906554588283e-02	-1.110223024625156540e-15
1.849972629986444161e+01	1.000000000000000000e+02	6.740979002940131193e-02	-0.000000000000000000e+00
1.855996726371986227e+01	1.000000000000000000e+02	6.747003099325672715e-02	-0.000000000000000000e+00
1.862020822757528293e+01	1.000000000000000000e+02	6.753027195711214237e-02	-0.000000000000000000e+00
1.868044919143070715e+01	1.000000000000000000e+02	6.759051292096757146e-02	-0.000000000000000000e+00
1.874069015528612780e+01	1.000000000000000000e+02	6.765075388482298668e-02	-0.000000000000000000e+00
1.880093111914155202e+01	1.000000000000000000e+02	6.771099484867840190e-02	-0.000000000000000000e+00
1.886117208299697268e+01	1.000000000000000000e+02	6.777123581253383100e-02	-0.000000000000000000e+00
1.892141304685239334e+01	1.000000000000000000e+02	6.783147677638924622e-02	-0.000000000000000000e+00
1.898165401070781755e+01	1.000000000000000000e+02	6.789171774024467532e-02	1.110223024625156540e-15
1.904189497456323465e+01	1.000000000000000000e+02	6.795195870410009054e-02	-1.110223024625156540e-15
1.910213593841865887e+01	1.000000000000000000e+02	6.801219966795550576e-02	-0.000000000000000000e+00
1.916237690227407953e+01	1.000000000000000000e+02	6.807244063181093485e-02	-0.000000000000000000e+00
1.922261786612950374e+01	1.000000000000000000e+02	6.813268159566635007e-02	1.110223024625156540e-15
1.928285882998492085e+01	1.000000000000000000e+02	6.819292255952177917e-02	-1.110223024625156540e-15
1.934309979384034150e+01	1.000000000000000000e+02	6.825316352337719439e-02	-0.000000000000000000e+00
1.940334075769576572e+01	1.000000000000000000e+02	6.831340448723260961e-02	-0.000000000000000000e+00
1.946358172155118638e+01	1.000000000000000000e+02	6.837364545108803870e-02	-0.000000000000000000e+00
1.952382268540661059e+01	1.000000000000000000e+02	6.843388641494345392e-02	-0.000000000000000000e+00
1.958406364926203125e+01	1.000000000000000000e+02	6.849412737879888302e-02	-0.000000000000000000e+00
1.964430461311745546e+01	1.000000000000000000e+02	6.855436834265429824e-02	-0.000000000000000000e+00
1.970454557697287612e+01	1.000000000000000000e+02	6.861460930650971346e-02	-0.000000000000000000e+00
1.976478654082829678e+01	1.000000000000000000e+02	6.867485027036514256e-02	-0.000000000000000000e+00
1.982502750468372099e+01	1.000000000000000000e+02	6.873509123422055778e-02	-0.000000000000000000e+00
1.988526846853914165e+01	1.000000000000000000e+02	6.879533219807597300e-02	1.110223024625156540e-15
1.994550943239456231e+01	1.000000000000000000e+02	6.885557316193140209e-02	-1.110223024625156540e-15
2.000575039624998297e+01	1.000000000000000000e+02	6.891581412578681731e-02	-0.000000000000000000e+00
2.006599136010540718e+01	1.000000000000000000e+02	6.897605508964224641e-02	-0.000000000000000000e+00
2.012623232396082784e+01	1.000000000000000000e+02	6.903629605349766163e-02	1.110223024625156540e-15
2.018647328781624495e+01	1.000000000000000000e+02	6.909653701735307685e-02	-1.110223024625156540e-15
2.024671425167166916e+01	1.000000000000000000e+02	6.915677798120850595e-02	-0.000000000000000000e+00
2.030695521552708982e+01	1.000000000000000000e+02	6.921701894506392116e-02	-0.000000000000000000e+00
2.036719617938251403e+01	1.000000000000000000e+02	6.927725990891935026e-02	-0.000000000000000000e+00
2.042743714323793469e+01	1.000000000000000000e+02	6.933750087277476548e-02	-0.000000000000000000e+00
2.048767810709335890e+01	1.000000000000000000e+02	6.939774183663018070e-02	-0.000000000000000000e+00
2.054791907094877956e+01	1.000000000000000000e+02	6.945798280048560980e-02	-0.000000000000000000e+00
2.060816003480420022e+01	1.000000000000000000e+02	6.951822376434102502e-02	-0.000000000000000000e+00
2.066840099865962443e+01	1.000000000000000000e+02	6.957846472819644024e-02	-0.000000000000000000e+00
2.072864196251504509e+01	1.000000000000000000e+02	6.963870569205186933e-02	-0.000000000000000000e+00
2.078888292637046931e+01	1.000000000000000000e+02	6.969894665590728455e-02	1.110223024625156540e-15
2.084912389022588641e+01	1.000000000000000000e+02	6.975918761976271365e-02	-1.110223024625156540e-15
2.090936485408131063e+01	1.000000000000000000e+02	6.981942858361812887e-02	-0.000000000000000000e+00
2.096960581793673128e+01	1.000000000000000000e+02	6.987966954747354409e-02	-0.000000000000000000e+00
2.102984678179215194e+01	1.000000000000000000e+02	6.993991051132897319e-02	1.110223024625156540e-15
2.109008774564757260e+01	1.000000000000000000e+02	7.000015147518438841e-02	-1.110223024625156540e-15
2.115032870950299326e+01	1.000000000000000000e+02	7.006039243903981750e-02	-0.000000000000000000e+00
2.121056967335841748e+01	1.000000000000000000e+02	7.012063340289523272e-02	-0.000000000000000000e+00
2.127081063721383813e+01	1.000000000000000000e+02	7.018087436675064794e-02	-0.000000000000000000e+00
2.133105160106925879e+01	1.000000000000000000e+02	7.024111533060607704e-02	-0.000000000000000000e+00
2.139129256492468301e+01	1.000000000000000000e+02	7.030135629446149226e-02	-0.000000000000000000e+00
2.145153352878010367e+01	1.000000000000000000e+02	7.036159725831692136e-02	-0.000000000000000000e+00
2.151177449263552788e+01	1.000000000000000000e+02	7.042183822217233657e-02	-0.000000000000000000e+00
2.157201545649094854e+01	1.000000000000000000e+02	7.048207918602775179e-02	-0.000000000000000000e+00
2.163225642034637275e+01	1.000000000000000000e+02	7.054232014988318089e-02	-0.000000000000000000e+00
2.169249738420179341e+01	1.000000000000000000e+02	7.060256111373859611e-02	1.110223024625156540e-15
2.175273834805721052e+01	1.000000000000000000e+02	7.066280207759401133e-02	-1.110223024625156540e-15
2.181297931191263473e+01	1.000000000000000000e+02	7.072304304144944043e-02	-0.000000000000000000e+00
2.187322027576805539e+01	1.000000000000000000e+02	7.078328400530485565e-02	1.110223024625156540e-15
2.193346123962347605e+01	1.000000000000000000e+02	7.084352496916028474e-02	-1.110223024625156540e-15
2.199370220347889671e+01	1.000000000000000000e+02	7.090376593301569996e-02	-0.000000000000000000e+00
2.205394316733432092e+01	1.000000000000000000e+02	7.096400689687111518e-02	-0.000000000000000000e+00
2.211418413118974158e+01	1.000000000000000000e+02	7.102424786072654428e-02	-0.000000000000000000e+00
2.217442509504516224e+01	1.000000000000000000e+02	7.108448882458195950e-02	-0.000000000000000000e+00
2.223466605890058645e+01	1.000000000000000000e+02	7.114472978843738860e-02	-0.000000000000000000e+00
2.229490702275600711e+01	1.000000000000000000e+02	7.120497075229280382e-02	-0.000000000000000000e+00
2.235514798661143132e+01	1.000000000000000000e+02	7.126521171614821903e-02	-0.000000000000000000e+00
2.241538895046685198e+01	1.000000000000000000e+02	7.132545268000364813e-02	-0.000000000000000000e+00
2.247562991432227619e+01	1.000000000000000000e+02	7.138569364385906335e-02	-0.000000000000000000e+00
2.253587087817769685e+01	1.000000000000000000e+02	7.144593460771447857e-02	-0.000000000000000000e+00
2.259611184203311751e+01	1.000000000000000000e+02	7.150617557156990767e-02	1.110223024625156540e-15
2.265635280588853817e+01	1.000000000000000000e+02	7.156641653542532289e-02	-1.110223024625156540e-15
2.271659376974395883e+01	1.000000000000000000e+02	7.162665749928075198e-02	-0.000000000000000000e+00
